# id	left	top	right	bottom	texture_id
################## WORLD MAP #####################
[SPRITES]
#GRASS
25092	3	310	20	325	100
25093	21	310	36	325	100
25094	37	310	54	325	100
25095	55	310	70	325	100

#START BOX
166011	4	143	19	158	100

#SCENE BOX 1 - 6
166012	21	143	36	158	100
166013	38	143	53	158	100
166014	55	143	70	158	100
166015	72	143	87	158	100
166095	89	143	104	158	100
166096	106	143	121	158	100

#BORDER WORLD MAP
96001	321	510	328	517	100
96002	330	510	337	517	100
96003	339	510	346	517	100

96004	321	492	328	499	100
96005	339	492	346	499	100
96006	321	501	328	508	100

#VERTICAL AND HORIZONTAL ROAD
96007	4	236	19	241	100
96008	30	227	35	242	100

#VERTICAL AND HORIZONTAL ROAD WITH THE STOP
96009	55	235	70	242	100
96010	80	227	87	242	100
96011	89	227	104	242	100

#MUSH ROOM
166016	21	177	36	192	100

#ACE - BOX
166017	140	160	155	175	100

#ROCK 
166018	72	311	87	326	100

#LOCKED BOX
166088	4	177	19	192	100

#CASTLE
166019	157	160	172	175	100

#BRIDGE
166099	89	310	104	325	100


#BIG CASTLE - THE TARGET WORLD MAP
166078	89	177	104	192	100
166079	108	185	121	192	100

#COLOR FOR BACKGROUND
166080	151	327	166	342	100
166081	151	429	166	444	100

#RIVER
166020	107	310	114	317	100
166021	116	310	123	317	100
166022	125	310	132	317	100
166023	134	310	141	317	100

166024	106	319	113	326	100
166025	116	319	123	326	100
166026	124	321	131	326	100
166027	134	319	141	326	100

166028	106	328	113	335	100
166029	116	328	123	335	100
166030	124	328	131	335	100
166031	134	328	141	335	100

166032	107	337	114	344	100
166033	116	337	123	344	100
166034	125	337	132	344	100
166035	134	337	141	344	100

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
25900	25092	300	25093	300	25094	300	25095	300
