# id	left	top	right	bottom	texture_id
[SPRITES]
################################################## INTRO ############################################
#CURTAIN
166036	0	0	255	185	110
166037	258	0	513	185	110
166038	516	0	771	185	110
166039	516	226	771	411	110

#NUMBER THREE - CENTRAL SCREEN
166040	194	363	235	404	110
166041	240	363	281	404	110
166042	287	363	328	404	110
166043	333	363	374	404	110

#OPTION
166044	30	307	141	346	110
166045	155	307	266	346	110

#ROAD
96012	0	185	31	220	110

#BORDER WORLD MAP
96001	321	510	328	517	100
96002	330	510	337	517	100
96003	339	510	346	517	100

96004	321	492	328	499	100
96005	339	492	346	499	100
96006	321	501	328	508	100

#VERTICAL AND HORIZONTAL ROAD
96007	4	236	19	241	100
96008	30	227	35	242	100

#VERTICAL AND HORIZONTAL ROAD WITH THE STOP
96009	55	235	70	242	100
96010	80	227	87	242	100
96011	89	227	104	242	100

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

45431	166043	100	166041	100	166042	100	166043	100
